timestamp,motor_id,position,velocity,torque
1784248741.413766,0,0.000000,0.000000,0.000000
1784248741.434259,0,0.000000,0.000000,0.000000
1784248741.454651,0,0.000000,0.000000,0.000000
1784248741.475052,0,0.000000,0.000000,0.000000
1784248741.495681,0,0.000000,0.000000,0.000000
1784248741.516156,0,0.000000,0.000000,0.000000
1784248741.536593,0,0.000000,0.000000,0.000000
1784248741.557336,0,0.000000,0.000000,0.000000
1784248741.577893,0,0.000000,0.000000,0.000000
1784248741.598403,0,0.000000,0.000000,0.000000
1784248741.618943,0,0.000000,0.000000,0.000000
1784248741.639699,0,0.000000,0.000000,0.000000
1784248741.660455,0,0.000000,0.000000,0.000000
1784248741.681107,0,0.000000,0.000000,0.000000
1784248741.701765,0,0.000000,0.000000,0.000000
1784248741.722610,0,0.000000,0.000000,0.000000
1784248741.743112,0,0.000000,0.000000,0.000000
1784248741.763785,0,0.000000,0.000000,0.000000
1784248741.784604,0,0.000000,0.000000,0.000000
1784248741.805435,0,0.000000,0.000000,0.000000
1784248741.826181,0,0.000000,0.000000,0.000000
1784248741.846755,0,0.000000,0.000000,0.000000
1784248741.867718,0,0.000000,0.000000,0.000000
1784248741.888610,0,0.000000,0.000000,0.000000
1784248741.909338,0,0.000000,0.000000,0.000000
1784248741.930007,0,0.000000,0.000000,0.000000
1784248741.950689,0,0.000000,0.000000,0.000000
1784248741.971699,0,0.000000,0.000000,0.000000
1784248741.992393,0,0.000000,0.000000,0.000000
1784248742.013134,0,0.000000,0.000000,0.000000
1784248742.033732,0,0.000000,0.000000,0.000000
1784248742.054336,0,0.000000,0.000000,0.000000
1784248742.075014,0,0.000000,0.000000,0.000000
1784248742.095672,0,0.000000,0.000000,0.000000
1784248742.116641,0,0.000000,0.000000,0.000000
1784248742.137394,0,0.000000,0.000000,0.000000
1784248742.157981,0,0.000000,0.000000,0.000000
1784248742.178363,0,0.000000,0.000000,0.000000
1784248742.198772,0,0.000000,0.000000,0.000000
1784248742.219320,0,0.000000,0.000000,0.000000
1784248742.239872,0,0.000000,0.000000,0.000000
1784248742.260324,0,0.000000,0.000000,0.000000
1784248742.280850,0,0.000000,0.000000,0.000000
1784248742.301773,0,0.000000,0.000000,0.000000
1784248742.322617,0,0.000000,0.000000,0.000000
1784248742.343245,0,0.000000,0.000000,0.000000
1784248742.363711,0,0.000000,0.000000,0.000000
1784248742.384469,0,0.000000,0.000000,0.000000
1784248742.404882,0,0.000000,0.000000,0.000000
1784248742.425300,0,0.000000,0.000000,0.000000
1784248742.445660,0,0.000000,0.000000,0.000000
1784248742.466124,0,0.000000,0.000000,0.000000
1784248742.486609,0,0.000000,0.000000,0.000000
1784248742.506922,0,0.000000,0.000000,0.000000
1784248742.527229,0,0.000000,0.000000,0.000000
1784248742.547714,0,0.000000,0.000000,0.000000
1784248742.568197,0,0.000000,0.000000,0.000000
1784248742.588508,0,0.000000,0.000000,0.000000
1784248742.608882,0,0.000000,0.000000,0.000000
1784248742.629333,0,0.000000,0.000000,0.000000
1784248742.649792,0,0.000000,0.000000,0.000000
1784248742.670413,0,0.000000,0.000000,0.000000
1784248742.690853,0,0.000000,0.000000,0.000000
1784248742.711222,0,0.000000,0.000000,0.000000
1784248742.731698,0,0.000000,0.000000,0.000000
1784248742.752370,0,0.000000,0.000000,0.000000
1784248742.772757,0,0.000000,0.000000,0.000000
1784248742.793238,0,0.000000,0.000000,0.000000
1784248742.813810,0,0.000000,0.000000,0.000000
1784248742.834587,0,0.000000,0.000000,0.000000
1784248742.855402,0,0.000000,0.000000,0.000000
1784248742.875953,0,0.000000,0.000000,0.000000
1784248742.896427,0,0.000000,0.000000,0.000000
1784248742.916900,0,0.000000,0.000000,0.000000
1784248742.937511,0,0.000000,0.000000,0.000000
1784248742.957833,0,0.000000,0.000000,0.000000
1784248742.978687,0,0.000000,0.000000,0.000000
1784248742.999387,0,0.000000,0.000000,0.000000
1784248743.019820,0,0.000000,0.000000,0.000000
1784248743.040309,0,0.000000,0.000000,0.000000
1784248743.060981,0,0.000000,0.000000,0.000000
1784248743.081686,0,0.000000,0.000000,0.000000
1784248743.102419,0,0.000000,0.000000,0.000000
1784248743.123096,0,0.000000,0.000000,0.000000
1784248743.143455,0,0.000000,0.000000,0.000000
1784248743.164005,0,0.000000,0.000000,0.000000
1784248743.184676,0,0.000000,0.000000,0.000000
1784248743.205389,0,0.000000,0.000000,0.000000
