timestamp,motor_id,position,velocity,torque
1784159145.210654,5,0.895642,0.023264,0.000000
1784159145.220590,5,0.895612,-0.042651,0.000000
1784159145.230596,5,0.895733,-0.027142,0.007812
1784159145.240582,5,0.896066,0.019387,0.023438
1784159145.250593,5,0.896248,0.007755,0.035156
1784159145.260589,5,0.896581,0.031019,0.050781
1784159145.270587,5,0.896945,0.011632,0.066406
1784159145.280594,5,0.897126,-0.081425,0.089844
1784159145.290586,5,0.897460,-0.054283,0.093750
1784159145.300556,5,0.897672,-0.077547,0.105469
1784159145.310556,5,0.898156,0.038774,0.121094
1784159145.320556,5,0.898914,0.042651,0.125000
1784159145.330559,5,0.899913,0.019387,0.140625
1784159145.340559,5,0.900549,-0.003877,0.148438
1784159145.350562,5,0.900580,-0.038774,0.164062
1784159145.360559,5,0.900822,-0.034896,0.183594
1784159145.370559,5,0.901367,0.046528,0.187500
1784159145.380558,5,0.902397,0.131831,0.191406
1784159145.390558,5,0.904124,0.155095,0.207031
1784159145.400573,5,0.905578,0.124076,0.218750
1784159145.410557,5,0.906729,0.127953,0.230469
1784159145.420561,5,0.908425,0.104689,0.246094
1784159145.430561,5,0.910606,0.217133,0.238281
1784159145.440560,5,0.913393,0.240397,0.250000
1784159145.450561,5,0.916119,0.209378,0.257812
1784159145.460558,5,0.917513,0.034896,0.273438
1784159145.470561,5,0.918058,0.015509,0.281250
1784159145.480556,5,0.918937,0.100812,0.304688
1784159145.490559,5,0.920421,0.089180,0.316406
1784159145.500560,5,0.921663,0.042651,0.328125
1784159145.510560,5,0.923117,0.139585,0.328125
1784159145.520620,5,0.924298,0.073670,0.335938
1784159145.530657,5,0.924692,0.023264,0.347656
1784159145.540670,5,0.925025,-0.027142,0.355469
1784159145.550579,5,0.926358,0.174482,0.367188
1784159145.560562,5,0.928357,0.151217,0.371094
1784159145.570541,5,0.930296,0.050406,0.386719
1784159145.580542,5,0.931750,0.116321,0.398438
1784159145.590541,5,0.932205,0.019387,0.414062
1784159145.600542,5,0.932598,0.038774,0.421875
1784159145.610543,5,0.933901,0.139585,0.433594
1784159145.620539,5,0.936021,0.147340,0.437500
1784159145.630541,5,0.938293,0.217133,0.449219
1784159145.640541,5,0.940292,0.158972,0.460938
1784159145.650542,5,0.941716,0.127953,0.468750
1784159145.660544,5,0.943534,0.197746,0.464844
1784159145.670542,5,0.945957,0.244274,0.476562
1784159145.680544,5,0.948592,0.255906,0.484375
1784159145.690543,5,0.951046,0.182236,0.500000
1784159145.700542,5,0.953257,0.228765,0.496094
1784159145.710541,5,0.956075,0.240397,0.511719
1784159145.720542,5,0.959346,0.298557,0.515625
1784159145.730541,5,0.962103,0.232642,0.519531
1784159145.740542,5,0.964344,0.170604,0.531250
1784159145.750542,5,0.967161,0.306312,0.535156
1784159145.760541,5,0.970524,0.314067,0.535156
1784159145.770552,5,0.973311,0.174482,0.546875
1784159145.780549,5,0.975552,0.205501,0.550781
1784159145.790542,5,0.978369,0.283048,0.562500
1784159145.800540,5,0.981308,0.197746,0.574219
1784159145.810549,5,0.983822,0.170604,0.582031
1784159145.820541,5,0.986397,0.221010,0.593750
1784159145.830545,5,0.988305,0.120198,0.585938
1784159145.840524,5,0.989759,0.116321,0.593750
1784159145.850521,5,0.991001,0.058161,0.613281
1784159145.860523,5,0.992546,0.193868,0.625000
1784159145.870520,5,0.994606,0.174482,0.632812
1784159145.880522,5,0.996454,0.174482,0.648438
1784159145.890521,5,0.998332,0.174482,0.640625
1784159145.900521,5,1.000513,0.228765,0.656250
1784159145.910527,5,1.003088,0.236520,0.664062
1784159145.920526,5,1.005390,0.248152,0.667969
1784159145.930525,5,1.007207,0.120198,0.691406
1784159145.940521,5,1.008752,0.081425,0.683594
1784159145.950522,5,1.010691,0.127953,0.699219
1784159145.960523,5,1.012630,0.178359,0.707031
1784159145.970526,5,1.014659,0.186114,0.722656
1784159145.980524,5,1.016507,0.158972,0.722656
1784159145.990522,5,1.018476,0.155095,0.730469
1784159146.000523,5,1.020960,0.232642,0.726562
1784159146.010521,5,1.024171,0.348963,0.738281
1784159146.020522,5,1.027170,0.236520,0.761719
1784159146.030523,5,1.029593,0.228765,0.757812
1784159146.040525,5,1.032047,0.294680,0.761719
1784159146.051536,5,1.034349,0.139585,0.781250
1784159146.060533,5,1.035924,0.174482,0.789062
1784159146.070531,5,1.038257,0.189991,0.792969
1784159146.080533,5,1.041013,0.201623,0.804688
1784159146.090531,5,1.042528,0.058161,0.812500
1784159146.100530,5,1.044224,0.201623,0.812500
1784159146.110511,5,1.046950,0.337331,0.820312
1784159146.120512,5,1.050313,0.341209,0.832031
1784159146.130512,5,1.052554,0.155095,0.839844
1784159146.140516,5,1.053857,0.112444,0.839844
1784159146.150518,5,1.055917,0.193868,0.847656
1784159146.160515,5,1.058249,0.224887,0.863281
1784159146.170499,5,1.060158,0.166727,0.875000
1784159146.180513,5,1.061703,0.120198,0.890625
1784159146.190514,5,1.063490,0.182236,0.894531
1784159146.200511,5,1.065307,0.143463,0.894531
1784159146.210512,5,1.067246,0.147340,0.914062
1784159146.220508,5,1.069154,0.151217,0.921875
1784159146.230516,5,1.070820,0.120198,0.925781
1784159146.240511,5,1.072638,0.186114,0.937500
1784159146.250514,5,1.074546,0.205501,0.941406
1784159146.260530,5,1.076939,0.267539,0.945312
1784159146.270512,5,1.078908,0.151217,0.968750
1784159146.280513,5,1.080181,0.003877,0.976562
1784159146.290514,5,1.081180,0.124076,0.988281
1784159146.300515,5,1.083361,0.244274,0.984375
1784159146.310514,5,1.086209,0.221010,0.996094
1784159146.320581,5,1.087875,0.108566,1.011719
1784159146.330511,5,1.088662,0.170604,1.019531
1784159146.340504,5,1.090541,0.228765,1.019531
1784159146.350602,5,1.094054,0.352841,1.019531
1784159146.360574,5,1.096781,0.093057,1.042969
1784159146.370503,5,1.098114,0.104689,1.054688
1784159146.380506,5,1.099901,0.221010,1.050781
1784159146.390485,5,1.102203,0.182236,1.070312
1784159146.400585,5,1.103778,0.124076,1.078125
1784159146.410600,5,1.104293,0.023264,1.093750
1784159146.420594,5,1.105747,0.197746,1.101562
1784159146.430490,5,1.108140,0.147340,1.101562
1784159146.440487,5,1.110079,0.104689,1.121094
1784159146.451595,5,1.111260,0.081425,1.125000
1784159146.460489,5,1.111927,-0.011632,1.136719
1784159146.470488,5,1.114047,0.228765,1.148438
1784159146.480486,5,1.116592,0.193868,1.152344
1784159146.490485,5,1.118561,0.124076,1.160156
