timestamp,motor_id,position,velocity,torque
1783971439.587050,4,0.000000,0.000000,0.000000
1783971439.748439,4,0.000000,0.000000,0.000000
1783971439.909804,4,0.000000,0.000000,0.000000
1783971440.071148,4,0.000000,0.000000,0.000000
1783971440.232372,4,0.000000,0.000000,0.000000
1783971440.393791,4,0.000000,0.000000,0.000000
1783971440.555125,4,0.000000,0.000000,0.000000
1783971440.716485,4,0.000000,0.000000,0.000000
1783971440.877810,4,0.000000,0.000000,0.000000
1783971441.039143,4,0.000000,0.000000,0.000000
1783971441.200483,4,0.000000,0.000000,0.000000
1783971441.361841,4,0.000000,0.000000,0.000000
1783971441.524275,4,0.000000,0.000000,0.000000
1783971441.685720,4,0.000000,0.000000,0.000000
1783971441.847187,4,0.000000,0.000000,0.000000
1783971442.008591,4,0.000000,0.000000,0.000000
1783971442.169918,4,0.000000,0.000000,0.000000
1783971442.331184,4,0.000000,0.000000,0.000000
1783971442.492565,4,0.000000,0.000000,0.000000
1783971442.654436,4,0.000000,0.000000,0.000000
1783971442.815884,4,0.000000,0.000000,0.000000
1783971442.977257,4,0.000000,0.000000,0.000000
1783971443.138680,4,0.000000,0.000000,0.000000
1783971443.299993,4,0.000000,0.000000,0.000000
1783971443.461418,4,0.000000,0.000000,0.000000
1783971443.622813,4,0.000000,0.000000,0.000000
1783971443.784179,4,0.000000,0.000000,0.000000
1783971443.945696,4,0.000000,0.000000,0.000000
1783971444.107185,4,0.000000,0.000000,0.000000
1783971444.268621,4,0.000000,0.000000,0.000000
1783971444.429974,4,0.000000,0.000000,0.000000
1783971444.591356,4,0.000000,0.000000,0.000000
1783971444.752741,4,0.000000,0.000000,0.000000
1783971444.914055,4,0.000000,0.000000,0.000000
1783971445.075775,4,0.000000,0.000000,0.000000
1783971445.237751,4,0.000000,0.000000,0.000000
1783971445.399041,4,0.000000,0.000000,0.000000
1783971445.560546,4,0.000000,0.000000,0.000000
1783971445.722020,4,0.000000,0.000000,0.000000
1783971445.883501,4,0.000000,0.000000,0.000000
1783971446.044832,4,0.000000,0.000000,0.000000
1783971446.206124,4,0.000000,0.000000,0.000000
1783971446.367518,4,0.000000,0.000000,0.000000
1783971446.528893,4,0.000000,0.000000,0.000000
1783971446.690241,4,0.000000,0.000000,0.000000
1783971446.851520,4,0.000000,0.000000,0.000000
1783971447.012738,4,0.000000,0.000000,0.000000
1783971447.173971,4,0.000000,0.000000,0.000000
1783971447.335399,4,0.000000,0.000000,0.000000
1783971447.496990,4,0.000000,0.000000,0.000000
1783971447.658366,4,0.000000,0.000000,0.000000
1783971447.819624,4,0.000000,0.000000,0.000000
1783971447.981184,4,0.000000,0.000000,0.000000
1783971448.142601,4,0.000000,0.000000,0.000000
1783971448.304116,4,0.000000,0.000000,0.000000
1783971448.465667,4,0.000000,0.000000,0.000000
1783971448.627202,4,0.000000,0.000000,0.000000
1783971448.789036,4,0.000000,0.000000,0.000000
1783971448.950585,4,0.000000,0.000000,0.000000
1783971449.112141,4,0.000000,0.000000,0.000000
1783971449.274370,4,0.000000,0.000000,0.000000
1783971449.436813,4,0.000000,0.000000,0.000000
1783971449.600203,4,0.000000,0.000000,0.000000
1783971449.761439,4,0.000000,0.000000,0.000000
1783971449.922664,4,0.000000,0.000000,0.000000
1783971450.083938,4,0.000000,0.000000,0.000000
1783971450.245609,4,0.000000,0.000000,0.000000
1783971450.407128,4,0.000000,0.000000,0.000000
1783971450.568556,4,0.000000,0.000000,0.000000
1783971450.730401,4,0.000000,0.000000,0.000000
1783971450.892566,4,0.000000,0.000000,0.000000
1783971451.054365,4,0.000000,0.000000,0.000000
1783971451.216166,4,0.000000,0.000000,0.000000
1783971451.377465,4,0.000000,0.000000,0.000000
1783971451.538848,4,0.000000,0.000000,0.000000
1783971451.700477,4,0.000000,0.000000,0.000000
1783971451.861910,4,0.000000,0.000000,0.000000
1783971452.023340,4,0.000000,0.000000,0.000000
1783971452.184897,4,0.000000,0.000000,0.000000
1783971452.346385,4,0.000000,0.000000,0.000000
1783971452.507932,4,0.000000,0.000000,0.000000
1783971452.669370,4,0.000000,0.000000,0.000000
1783971452.830731,4,0.000000,0.000000,0.000000
1783971452.992259,4,0.000000,0.000000,0.000000
1783971453.153658,4,0.000000,0.000000,0.000000
1783971453.315207,4,0.000000,0.000000,0.000000
1783971453.476578,4,0.000000,0.000000,0.000000
1783971453.637991,4,0.000000,0.000000,0.000000
1783971453.799903,4,0.000000,0.000000,0.000000
1783971453.961642,4,0.000000,0.000000,0.000000
1783971454.123399,4,0.000000,0.000000,0.000000
1783971454.285265,4,0.000000,0.000000,0.000000
1783971454.446616,4,0.000000,0.000000,0.000000
1783971454.607911,4,0.000000,0.000000,0.000000
1783971454.769248,4,0.000000,0.000000,0.000000
1783971454.930542,4,0.000000,0.000000,0.000000
1783971455.092012,4,0.000000,0.000000,0.000000
1783971455.253425,4,0.000000,0.000000,0.000000
1783971455.414783,4,0.000000,0.000000,0.000000
1783971455.576128,4,0.000000,0.000000,0.000000
1783971455.738254,4,0.000000,0.000000,0.000000
1783971455.899824,4,0.000000,0.000000,0.000000
1783971456.061908,4,0.000000,0.000000,0.000000
1783971456.223540,4,0.000000,0.000000,0.000000
1783971456.385416,4,0.000000,0.000000,0.000000
1783971456.547132,4,0.000000,0.000000,0.000000
1783971456.708659,4,0.000000,0.000000,0.000000
1783971456.870061,4,0.000000,0.000000,0.000000
1783971457.032134,4,0.000000,0.000000,0.000000
1783971457.194973,4,0.000000,0.000000,0.000000
1783971457.357524,4,0.000000,0.000000,0.000000
1783971457.518959,4,0.000000,0.000000,0.000000
1783971457.680717,4,0.000000,0.000000,0.000000
1783971457.842145,4,0.000000,0.000000,0.000000
1783971458.003559,4,0.000000,0.000000,0.000000
1783971458.164970,4,0.000000,0.000000,0.000000
1783971458.326316,4,0.000000,0.000000,0.000000
1783971458.487815,4,0.000000,0.000000,0.000000
1783971458.650364,4,0.000000,0.000000,0.000000
1783971458.812022,4,0.000000,0.000000,0.000000
1783971458.973335,4,0.000000,0.000000,0.000000
1783971459.134715,4,0.000000,0.000000,0.000000
1783971459.296073,4,0.000000,0.000000,0.000000
1783971459.457576,4,0.000000,0.000000,0.000000
1783971459.619599,4,0.000000,0.000000,0.000000
1783971459.780894,4,0.000000,0.000000,0.000000
1783971459.942189,4,0.000000,0.000000,0.000000
1783971460.104594,4,0.000000,0.000000,0.000000
1783971460.267016,4,0.000000,0.000000,0.000000
1783971460.429451,4,0.000000,0.000000,0.000000
1783971460.590968,4,0.000000,0.000000,0.000000
1783971460.752239,4,0.000000,0.000000,0.000000
1783971460.913631,4,0.000000,0.000000,0.000000
1783971461.075030,4,0.000000,0.000000,0.000000
1783971461.236324,4,0.000000,0.000000,0.000000
1783971461.397605,4,0.000000,0.000000,0.000000
1783971461.559150,4,0.000000,0.000000,0.000000
1783971461.720645,4,0.000000,0.000000,0.000000
1783971461.882096,4,0.000000,0.000000,0.000000
1783971462.043536,4,0.000000,0.000000,0.000000
1783971462.204916,4,0.000000,0.000000,0.000000
1783971462.366267,4,0.000000,0.000000,0.000000
1783971462.527689,4,0.000000,0.000000,0.000000
1783971462.689054,4,0.000000,0.000000,0.000000
1783971462.850420,4,0.000000,0.000000,0.000000
1783971463.011796,4,0.000000,0.000000,0.000000
1783971463.173191,4,0.000000,0.000000,0.000000
1783971463.335125,4,0.000000,0.000000,0.000000
1783971463.496529,4,0.000000,0.000000,0.000000
1783971463.657970,4,0.000000,0.000000,0.000000
1783971463.819442,4,0.000000,0.000000,0.000000
1783971463.980884,4,0.000000,0.000000,0.000000
1783971464.142271,4,0.000000,0.000000,0.000000
1783971464.303671,4,0.000000,0.000000,0.000000
1783971464.465031,4,0.000000,0.000000,0.000000
1783971464.626437,4,0.000000,0.000000,0.000000
1783971464.787865,4,0.000000,0.000000,0.000000
1783971464.949826,4,0.000000,0.000000,0.000000
1783971465.111189,4,0.000000,0.000000,0.000000
1783971465.272601,4,0.000000,0.000000,0.000000
1783971465.433974,4,0.000000,0.000000,0.000000
1783971465.595493,4,0.000000,0.000000,0.000000
1783971465.756915,4,0.000000,0.000000,0.000000
1783971465.918356,4,0.000000,0.000000,0.000000
1783971466.080723,4,0.000000,0.000000,0.000000
1783971466.242253,4,0.000000,0.000000,0.000000
1783971466.403655,4,0.000000,0.000000,0.000000
1783971466.565087,4,0.000000,0.000000,0.000000
1783971466.726503,4,0.000000,0.000000,0.000000
1783971466.887865,4,0.000000,0.000000,0.000000
1783971467.049247,4,0.000000,0.000000,0.000000
1783971467.210652,4,0.000000,0.000000,0.000000
1783971467.372021,4,0.000000,0.000000,0.000000
1783971467.536095,4,0.000000,0.000000,0.000000
1783971467.698494,4,0.000000,0.000000,0.000000
1783971467.859843,4,0.000000,0.000000,0.000000
1783971468.021256,4,0.000000,0.000000,0.000000
1783971468.182462,4,0.000000,0.000000,0.000000
1783971468.343723,4,0.000000,0.000000,0.000000
1783971468.505085,4,0.000000,0.000000,0.000000
1783971468.666701,4,0.000000,0.000000,0.000000
1783971468.828647,4,0.000000,0.000000,0.000000
1783971468.990190,4,0.000000,0.000000,0.000000
1783971469.151649,4,0.000000,0.000000,0.000000
1783971469.312953,4,0.000000,0.000000,0.000000
1783971469.474345,4,0.000000,0.000000,0.000000
1783971469.637050,4,0.000000,0.000000,0.000000
1783971469.798429,4,0.000000,0.000000,0.000000
1783971469.960458,4,0.000000,0.000000,0.000000
1783971470.121814,4,0.000000,0.000000,0.000000
1783971470.283182,4,0.000000,0.000000,0.000000
1783971470.444783,4,0.000000,0.000000,0.000000
1783971470.590920,4,0.000000,0.000000,0.000000
